run_id	batch_idx	role	status	gpu_id	runtime_sec	metric_value	started_at_utc	finished_at_utc	sam_model_level_inst	sam_points_per_side	sam_points_per_batch	sam_crop_n_layers	sam_pred_iou_thresh	sam_stability_score_thresh	result_json	stdout_log	stderr_log	comment
79	5	search	ok	7	109.04942914377898	0.2705510088277174	2026-04-12T03:47:27.509522+00:00	2026-04-12T03:49:16.566419+00:00	24	16	128	0	0.92	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run079.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run079.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run079.stderr.log	adaptive batch 5
75	5	search	ok	3	191.81750325020403	0.2949743207239376	2026-04-12T03:47:27.506770+00:00	2026-04-12T03:50:39.325751+00:00	24	24	64	0	0.88	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run075.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run075.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run075.stderr.log	adaptive batch 5
86	5	search	ok	6	79.48563152179122	0.21457774991188105	2026-04-12T03:50:40.170434+00:00	2026-04-12T03:51:59.656649+00:00	22	12	32	0	0.88	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run086.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run086.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run086.stderr.log	adaptive batch 5
85	5	search	ok	5	82.56589433224872	0.2170069036939875	2026-04-12T03:50:40.168552+00:00	2026-04-12T03:52:02.734771+00:00	22	12	32	0	0.84	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run085.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run085.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run085.stderr.log	adaptive batch 5
88	5	search	ok	8	83.19936446193606	0.21378034937229634	2026-04-12T03:50:40.172928+00:00	2026-04-12T03:52:03.380374+00:00	22	16	128	0	0.88	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run088.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run088.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run088.stderr.log	adaptive batch 5
87	5	search	ok	7	90.65228491090238	0.2156841526888243	2026-04-12T03:50:40.171841+00:00	2026-04-12T03:52:10.824676+00:00	22	16	32	0	0.92	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run087.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run087.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run087.stderr.log	adaptive batch 5
84	5	search	ok	4	117.51234347326681	0.2369700980888096	2026-04-12T03:50:40.166280+00:00	2026-04-12T03:52:37.678948+00:00	22	16	128	0	0.84	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run084.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run084.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run084.stderr.log	adaptive batch 5
89	5	search	ok	9	171.59491849225014	0.24505635908962212	2026-04-12T03:50:40.179814+00:00	2026-04-12T03:53:31.780299+00:00	22	24	32	0	0.88	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run089.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run089.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run089.stderr.log	adaptive batch 5
83	5	search	ok	3	193.65552732115611	0.26481937480011386	2026-04-12T03:50:40.165571+00:00	2026-04-12T03:53:53.821542+00:00	24	8	64	1	0.84	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run083.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run083.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run083.stderr.log	adaptive batch 5
82	5	search	ok	1	230.2347865649499	0.27259407669095886	2026-04-12T03:50:40.164906+00:00	2026-04-12T03:54:30.400100+00:00	24	12	64	1	0.88	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run082.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run082.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run082.stderr.log	adaptive batch 5
94	6	search	ok	6	68.41219641827047	0.2290266140283394	2026-04-12T03:54:33.904119+00:00	2026-04-12T03:55:42.316739+00:00	24	8	256	0	0.88	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run094.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run094.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run094.stderr.log	adaptive batch 6
93	6	search	ok	5	71.18423576187342	0.23278074827077702	2026-04-12T03:54:33.901255+00:00	2026-04-12T03:55:45.086216+00:00	24	8	256	0	0.88	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run093.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run093.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run093.stderr.log	adaptive batch 6
91	6	search	ok	3	92.95829444611445	0.2549794106231355	2026-04-12T03:54:33.897834+00:00	2026-04-12T03:56:06.856590+00:00	24	12	64	0	0.88	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run091.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run091.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run091.stderr.log	adaptive batch 6
97	6	search	ok	9	97.17609890410677	0.2546447822888784	2026-04-12T03:54:33.913413+00:00	2026-04-12T03:56:11.091985+00:00	24	16	128	0	0.92	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run097.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run097.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run097.stderr.log	adaptive batch 6
95	6	search	ok	7	98.28536689281464	0.2515703341738855	2026-04-12T03:54:33.907338+00:00	2026-04-12T03:56:12.193700+00:00	23	12	64	0	0.84	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run095.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run095.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run095.stderr.log	adaptive batch 6
92	6	search	ok	4	111.79909460619092	0.2705509879411843	2026-04-12T03:54:33.898651+00:00	2026-04-12T03:56:25.698136+00:00	24	16	32	0	0.92	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run092.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run092.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run092.stderr.log	adaptive batch 6
96	6	search	ok	8	123.51301634311676	0.28132666114205	2026-04-12T03:54:33.908878+00:00	2026-04-12T03:56:37.422495+00:00	24	16	64	0	0.88	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run096.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run096.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run096.stderr.log	adaptive batch 6
90	6	search	ok	1	132.03659978928044	0.2764399726173424	2026-04-12T03:54:33.896555+00:00	2026-04-12T03:56:45.934057+00:00	24	20	256	0	0.92	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run090.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run090.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run090.stderr.log	adaptive batch 6
101	6	search	ok	5	47.455841899849474	0.17096327899470856	2026-04-12T03:56:46.826659+00:00	2026-04-12T03:57:34.285891+00:00	22	8	64	0	0.92	0.92	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run101.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run101.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run101.stderr.log	adaptive batch 6
103	6	search	ok	7	77.11318215308711	0.2026025345889942	2026-04-12T03:56:46.830594+00:00	2026-04-12T03:58:03.944578+00:00	22	16	256	0	0.92	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run103.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run103.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run103.stderr.log	adaptive batch 6
105	6	search	ok	9	109.61845605401322	0.22239549516924054	2026-04-12T03:56:46.837322+00:00	2026-04-12T03:58:36.456669+00:00	22	20	32	0	0.88	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run105.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run105.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run105.stderr.log	adaptive batch 6
102	6	search	ok	6	161.8269906952046	0.2669212331646539	2026-04-12T03:56:46.829280+00:00	2026-04-12T03:59:28.658163+00:00	23	24	256	0	0.88	0.95	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run102.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run102.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run102.stderr.log	adaptive batch 6
104	6	search	ok	8	161.92780015803874	0.2565686664261474	2026-04-12T03:56:46.835815+00:00	2026-04-12T03:59:28.764179+00:00	13	8	64	0	0.84	0.9	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/results/run104.json	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run104.stdout.log	/robodata/smodak/repos/ovo/amg_tuning_office0_systematic_100/logs/run104.stderr.log	adaptive batch 6
